"time","state.mean_value"
"2024-01-27T04:32:00.000+04:00",
"2024-01-27T09:36:00.000+04:00",
"2024-01-27T14:40:00.000+04:00",
"2024-01-27T19:44:00.000+04:00",
"2024-01-28T00:48:00.000+04:00",
"2024-01-28T05:52:00.000+04:00",
"2024-01-28T10:56:00.000+04:00",
"2024-01-28T16:00:00.000+04:00",
"2024-01-28T21:04:00.000+04:00",
"2024-01-29T02:08:00.000+04:00",
"2024-01-29T07:12:00.000+04:00","0.5046728971962616"
"2024-01-29T12:16:00.000+04:00","0.5"
"2024-01-29T17:20:00.000+04:00","0.3333333333333333"
"2024-01-29T22:24:00.000+04:00",
"2024-01-30T03:28:00.000+04:00","0.6"
"2024-01-30T08:32:00.000+04:00",
"2024-01-30T13:36:00.000+04:00",
"2024-01-30T18:40:00.000+04:00",
"2024-01-30T23:44:00.000+04:00",
"2024-01-31T04:48:00.000+04:00","0.5"
"2024-01-31T09:52:00.000+04:00","0.5"
"2024-01-31T14:56:00.000+04:00","0.48936170212765956"
"2024-01-31T20:00:00.000+04:00",
"2024-02-01T01:04:00.000+04:00",
"2024-02-01T06:08:00.000+04:00","0.5066666666666667"
"2024-02-01T11:12:00.000+04:00","0.4965986394557823"
"2024-02-01T16:16:00.000+04:00","0.5"
"2024-02-01T21:20:00.000+04:00",
"2024-02-02T02:24:00.000+04:00",
"2024-02-02T07:28:00.000+04:00",
"2024-02-02T12:32:00.000+04:00",
"2024-02-02T17:36:00.000+04:00",
"2024-02-02T22:40:00.000+04:00",
"2024-02-03T03:44:00.000+04:00",
"2024-02-03T08:48:00.000+04:00",
"2024-02-03T13:52:00.000+04:00",
"2024-02-03T18:56:00.000+04:00",
"2024-02-04T00:00:00.000+04:00",
"2024-02-04T05:04:00.000+04:00",
"2024-02-04T10:08:00.000+04:00",
"2024-02-04T15:12:00.000+04:00",
"2024-02-04T20:16:00.000+04:00",
"2024-02-05T01:20:00.000+04:00",
"2024-02-05T06:24:00.000+04:00","0.5"
"2024-02-05T11:28:00.000+04:00","0.5042016806722689"
"2024-02-05T16:32:00.000+04:00","0.4857142857142857"
"2024-02-05T21:36:00.000+04:00",
"2024-02-06T02:40:00.000+04:00",
"2024-02-06T07:44:00.000+04:00","0.5037037037037037"
"2024-02-06T12:48:00.000+04:00","0.4961832061068702"
"2024-02-06T17:52:00.000+04:00","0.5"
"2024-02-06T22:56:00.000+04:00",
"2024-02-07T04:00:00.000+04:00","0.5161290322580645"
"2024-02-07T09:04:00.000+04:00","0.5"
"2024-02-07T14:08:00.000+04:00","0.49473684210526314"
"2024-02-07T19:12:00.000+04:00",
"2024-02-08T00:16:00.000+04:00",
"2024-02-08T05:20:00.000+04:00","0.5076923076923077"
"2024-02-08T10:24:00.000+04:00","0.5"
"2024-02-08T15:28:00.000+04:00","0.49122807017543857"
"2024-02-08T20:32:00.000+04:00",
"2024-02-09T01:36:00.000+04:00",
"2024-02-09T06:40:00.000+04:00",
"2024-02-09T11:44:00.000+04:00",
"2024-02-09T16:48:00.000+04:00",
"2024-02-09T21:52:00.000+04:00",
"2024-02-10T02:56:00.000+04:00",
"2024-02-10T08:00:00.000+04:00",
"2024-02-10T13:04:00.000+04:00",
"2024-02-10T18:08:00.000+04:00",
"2024-02-10T23:12:00.000+04:00",
"2024-02-11T04:16:00.000+04:00","0.5"
"2024-02-11T09:20:00.000+04:00",
"2024-02-11T14:24:00.000+04:00",
"2024-02-11T19:28:00.000+04:00",
"2024-02-12T00:32:00.000+04:00",
"2024-02-12T05:36:00.000+04:00",
"2024-02-12T10:40:00.000+04:00","0.5"
"2024-02-12T15:44:00.000+04:00",
"2024-02-12T20:48:00.000+04:00",
"2024-02-13T01:52:00.000+04:00",
"2024-02-13T06:56:00.000+04:00","0.5"
"2024-02-13T12:00:00.000+04:00","0.5"
"2024-02-13T17:04:00.000+04:00",
"2024-02-13T22:08:00.000+04:00",
"2024-02-14T03:12:00.000+04:00","0.5555555555555556"
"2024-02-14T08:16:00.000+04:00","0.4961832061068702"
"2024-02-14T13:20:00.000+04:00","0.5"
"2024-02-14T18:24:00.000+04:00",
"2024-02-14T23:28:00.000+04:00",
"2024-02-15T04:32:00.000+04:00","0.5142857142857142"
"2024-02-15T09:36:00.000+04:00","0.49586776859504134"
"2024-02-15T14:40:00.000+04:00","0.4880952380952381"
"2024-02-15T19:44:00.000+04:00","0"
"2024-02-16T00:48:00.000+04:00","0"
"2024-02-16T05:52:00.000+04:00",
"2024-02-16T10:56:00.000+04:00",
"2024-02-16T16:00:00.000+04:00",
"2024-02-16T21:04:00.000+04:00",
"2024-02-17T02:08:00.000+04:00",
"2024-02-17T07:12:00.000+04:00",
"2024-02-17T12:16:00.000+04:00",
"2024-02-17T17:20:00.000+04:00",
"2024-02-17T22:24:00.000+04:00",
"2024-02-18T03:28:00.000+04:00",
"2024-02-18T08:32:00.000+04:00",
"2024-02-18T13:36:00.000+04:00","0.5"
"2024-02-18T18:40:00.000+04:00","0.5"
"2024-02-18T23:44:00.000+04:00",
"2024-02-19T04:48:00.000+04:00","0.5"
"2024-02-19T09:52:00.000+04:00","0.5"
"2024-02-19T14:56:00.000+04:00","0.5"
"2024-02-19T20:00:00.000+04:00",
"2024-02-20T01:04:00.000+04:00",
"2024-02-20T06:08:00.000+04:00","0.5"
"2024-02-20T11:12:00.000+04:00","0.5"
"2024-02-20T16:16:00.000+04:00","0.5"
"2024-02-20T21:20:00.000+04:00",
"2024-02-21T02:24:00.000+04:00",
"2024-02-21T07:28:00.000+04:00","0.5035971223021583"
"2024-02-21T12:32:00.000+04:00","0.49557522123893805"
"2024-02-21T17:36:00.000+04:00","0.5"
"2024-02-21T22:40:00.000+04:00",
"2024-02-22T03:44:00.000+04:00","0.5"
"2024-02-22T08:48:00.000+04:00","0.5069444444444444"
"2024-02-22T13:52:00.000+04:00","0.49411764705882355"
"2024-02-22T18:56:00.000+04:00","0.5"
"2024-02-23T00:00:00.000+04:00",
"2024-02-23T05:04:00.000+04:00",
"2024-02-23T10:08:00.000+04:00",
"2024-02-23T15:12:00.000+04:00",
"2024-02-23T20:16:00.000+04:00",
"2024-02-24T01:20:00.000+04:00",
"2024-02-24T06:24:00.000+04:00",
"2024-02-24T11:28:00.000+04:00",
"2024-02-24T16:32:00.000+04:00",
"2024-02-24T21:36:00.000+04:00",
"2024-02-25T02:40:00.000+04:00",
"2024-02-25T07:44:00.000+04:00",
"2024-02-25T12:48:00.000+04:00",
"2024-02-25T17:52:00.000+04:00",
"2024-02-25T22:56:00.000+04:00",
"2024-02-26T04:00:00.000+04:00","0.5"
"2024-02-26T09:04:00.000+04:00","0.5038167938931297"
"2024-02-26T14:08:00.000+04:00","0.494949494949495"
"2024-02-26T19:12:00.000+04:00","0.5"
"2024-02-27T00:16:00.000+04:00",
"2024-02-27T05:20:00.000+04:00","0.5079365079365079"
"2024-02-27T10:24:00.000+04:00","0.49700598802395207"
"2024-02-27T15:28:00.000+04:00","0.5"
"2024-02-27T20:32:00.000+04:00",
"2024-02-28T01:36:00.000+04:00",
"2024-02-28T06:40:00.000+04:00","0.5"
"2024-02-28T11:44:00.000+04:00","0.5"
"2024-02-28T16:48:00.000+04:00","0.5"
"2024-02-28T21:52:00.000+04:00",
"2024-02-29T02:56:00.000+04:00","0.5"
"2024-02-29T08:00:00.000+04:00","0.5031446540880503"
"2024-02-29T13:04:00.000+04:00","0.48717948717948717"
